id	created_time	location	no_comments	no_likes	filter	link	caption	thumbnail	tags	user_name	user_id
1084900245078817791_2036982573	29/09/2015 20:10		0	20	Normal	https://instagram.com/p/8OVwZcqDv_/	#humanity #noborders #jesuisaylan #refugees #aylan #refuge #asyl #syria #stopwar #aleppo #kobane #homs #migrants #integration #germany #merkel #democracy #willkommenskultur #freedom #wirschaffendas #bundeskanzlerin #peace	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s320x320/e35/11910176_1651175201766954_910865452_n.jpg	merkel, kobane, homs, bundeskanzlerin, migrants, germany, refuge, jesuisaylan, noborders, willkommenskultur, democracy, stopwar, freedom, peace, integration, aleppo, asyl, wirschaffendas, syria, refugees, humanity, aylan	one.world.only	2036982573
1084895600407231352_2036982573	29/09/2015 20:00		0	35	Normal	https://instagram.com/p/8OUszwqDt4/	#humanity #noborders #jesuisaylan #refugees #aylan #refuge #asyl #syria #syrien #aleppo #kobane #homs #migrants #integration #germany #merkel #democracy #willkommenskultur #freedom #wirschaffendas #bundeskanzlerin #peace	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/sh0.08/e35/11917839_1637102983205951_444306422_n.jpg	syrien, merkel, kobane, homs, bundeskanzlerin, migrants, germany, refuge, jesuisaylan, noborders, willkommenskultur, democracy, freedom, peace, integration, aleppo, asyl, wirschaffendas, syria, refugees, humanity, aylan	one.world.only	2036982573
1084813139603680811_303284154	29/09/2015 17:17		0	39	Normal	https://instagram.com/p/8OB82JwO4r/	#Syria #refugees #migration #displacement #hands #help #art #fineart #watercolor #drawing #ink #painting #aylan #boy #loss #image #words #language #world #politics	https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/sh0.08/e35/12063226_983645665031093_2062851804_n.jpg	world, art, help, loss, image, ink, displacement, watercolor, migration, words, hands, politics, boy, language, fineart, painting, syria, refugees, drawing, aylan	kryanhenisey	303284154
1084797083514530638_1014184313	29/09/2015 16:45		0	10	Clarendon	https://instagram.com/p/8N-TMwQ2tO/	#aylan #ilan like lolek in bolek 😜😝😂 #lovemyboys 😘	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/sh0.08/e35/11371115_188996714765268_1131248830_n.jpg	ilan, aylan, lovemyboys	ornela_mj	1014184313
1084780395226539572_2042244680	29/09/2015 16:12		1	4	Normal	https://instagram.com/p/8N6gWkySY0/	#islam#natural #obama#un#usa#iran#refuge#aylan #syria#peace#antiwar#antigod#godless#	https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s640x640/sh0.08/e35/11849185_427292784146596_731464311_n.jpg	iran, antigod, refuge, islam, natural, usa, antiwar, godless, peace, un, syria, obama, aylan	real_muslim_shia	2042244680
1084779769629320742_2042244680	29/09/2015 16:10		0	9	Normal	https://instagram.com/p/8N6XP8SSYm/	#islam#natural #obama#un#usa#iran#refuge#aylan #syria#peace#antiwar#antigod#godless#	https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/s640x640/sh0.08/e35/11925871_998254283559224_213109572_n.jpg	iran, usa, antiwar, godless, peace, un, aylan, syria, natural, islam, antigod, refuge, obama	real_muslim_shia	2042244680
1084778991552374289_2042244680	29/09/2015 16:09		0	1	Normal	https://instagram.com/p/8N6L7TSSYR/	#islam#natural #obama#un#usa#iran#refuge#aylan #syria#peace#antiwar#antigod#godless#facebook not have freedom	https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/s480x480/e35/12081027_1503444866635398_158074659_n.jpg	iran, usa, antiwar, godless, peace, un, facebook, aylan, syria, natural, islam, antigod, refuge, obama	real_muslim_shia	2042244680
1084671677488969905_2036982573	29/09/2015 12:36		0	25	Normal	https://instagram.com/p/8NhyTSqDix/	#humanity #noborders #jesuisaylan #refugees #aylan #refuge #asyl #syria #syrien #stopassad #stopwar #nowar #migrants #integration #germany #merkel #democracy #willkommenskultur #freedom #wirschaffendas #bundeskanzlerin #peace	https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s640x640/sh0.08/e35/11899624_139295856426453_1870867702_n.jpg	syrien, merkel, nowar, bundeskanzlerin, migrants, germany, stopassad, refuge, jesuisaylan, noborders, willkommenskultur, democracy, freedom, peace, integration, stopwar, asyl, wirschaffendas, syria, refugees, humanity, aylan	one.world.only	2036982573
1084670889538631841_2036982573	29/09/2015 12:34		2	31	Normal	https://instagram.com/p/8Nhm1dKDih/	#humanity #noborders #jesuisaylan #refugees #aylan #refuge #asyl #syria #syrien #stopassad #stopwar #nowar #migrants #integration #germany #merkel #democracy #freedom #peace @syria_here	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s320x320/e35/11909346_522510331232160_245707508_n.jpg	syrien, merkel, nowar, migrants, germany, stopassad, refuge, jesuisaylan, noborders, democracy, freedom, peace, integration, stopwar, asyl, syria, refugees, humanity, aylan	one.world.only	2036982573
1084378733657734089_2036982573	29/09/2015 2:54		0	32	Normal	https://instagram.com/p/8MfLaFqDvJ/	#humanity #noborders #jesuisaylan #refugees #aylan #refuge #asyl #syria #syrien #stopassad #aleppo #kobane #migrants #integration #germany #merkel #democracy #willkommenskultur #freedom #wirschaffendas #bundeskanzlerin #peace	https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/s320x320/e35/11248287_1091699617530912_332391412_n.jpg	syrien, merkel, kobane, bundeskanzlerin, migrants, germany, stopassad, refuge, jesuisaylan, noborders, willkommenskultur, democracy, freedom, peace, integration, aleppo, asyl, wirschaffendas, syria, refugees, humanity, aylan	one.world.only	2036982573
1084253752374343747_2036982573	28/09/2015 22:45		0	17	Normal	https://instagram.com/p/8MCwsMqDhD/	#humanity #noborders #jesuisaylan #refugees #aylan #refuge #asyl #syria #syrien #stopassad #aleppo #kobane #migrants #integration #germany #merkel #democracy #willkommenskultur #freedom #wirschaffendas #bundeskanzlerin #peace	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s480x480/e35/10954803_1391464024485477_1184457116_n.jpg	syrien, merkel, kobane, bundeskanzlerin, migrants, germany, stopassad, refuge, jesuisaylan, noborders, willkommenskultur, democracy, freedom, peace, integration, aleppo, asyl, wirschaffendas, syria, refugees, humanity, aylan	one.world.only	2036982573
1084225693654137681_789106741	28/09/2015 21:49		2	48	Lark	https://instagram.com/p/8L8YYemztR/	The idea of separateness in humanity is illusionary, one only needs to take a baby in one's arms who needs safety, clothes, a clean diaper and any heart knows we are one #human #family #Lesvos #dråpenihavet #weareone #light #yoga #love #justdoit #peace #aylan 🙏❤️#Namaste .. But where is the world now???	https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s640x640/sh0.08/e35/12070931_1616954871911093_675987719_n.jpg	lesvos, yoga, human, family, light, justdoit, peace, namaste, weareone, love, dråpenihavet, aylan	angvanrhe	789106741
1084142488007919258_1999561968	28/09/2015 19:04		21	405	Normal	https://instagram.com/p/8LpdlLnsaa/	. Dast xosh bo barez @reber_mzuri . . . . AD :- #saruke_walate_xama . #kurd #kurdi #kurdish #aylan #aylankurdi #kurdistan #duhok #hawler #slemani #karkuk #halabja #zaxo #amedi #shngal #akre #semel #paiv #avini #xayal #likes #follow #lfl #l4l #like4 #like4like #fff #f4f	https://scontent.cdninstagram.com/hphotos-xat1/t51.2885-15/s320x320/e35/12080423_101827766840273_2044189246_n.jpg	saruke_walate_xama, lfl, kurdistan, karkuk, like4, zaxo, likes, shngal, fff, paiv, akre, kurdish, semel, aylankurdi, kurdi, avini, duhok, kurd, slemani, hawler, follow, halabja, amedi, f4f, like4like, xayal, aylan, l4l	azaren_zhiyane	1999561968
1084139940105394910_846959837	28/09/2015 18:59	-8.890416519, 13.201255599	2	12	Normal	https://instagram.com/p/8Lo4gQy5re/	Another #ANGEL in heaven #RIP #aylan #kurdi	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s480x480/e35/11906367_1689118871304442_1045383606_n.jpg	kurdi, aylan, rip, angel	black_senga	846959837
1084136918016432033_1471439196	28/09/2015 18:53		0	15	Normal	https://instagram.com/p/8LoMhuQZeh/	Had to make this as I can't stop thinking about these two angels and all the other children who are paying the price of wars created by grown adults. Remember - the things we take for granted, others are wishing for and literally dying for. RIP #aylan #galip #kurdi #syria #refugees #refugeeswelcome #humanity #instapic #instacollage #war #peace #hope 😢	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/sh0.08/e35/11931052_951736031565900_224010919_n.jpg	peace, kurdi, instapic, war, instacollage, aylan, refugeeswelcome, syria, refugees, humanity, galip, hope	a_lallie	1471439196
1083990427820374109_2036982573	28/09/2015 14:02		2	48	Normal	https://instagram.com/p/8LG40GKDhd/	#humanity #noborders #jesuisaylan #refugees #aylan #refuge #asyl #syria #syrien #stopassad #aleppo #kobane #migrants #integration #germany #merkel #democracy #freedom #peace @syria_here	https://scontent.cdninstagram.com/hphotos-xtf1/t51.2885-15/s320x320/e35/11376029_1538011076489227_647741328_n.jpg	syrien, merkel, kobane, migrants, germany, stopassad, refuge, jesuisaylan, noborders, democracy, freedom, peace, integration, aleppo, asyl, syria, refugees, humanity, aylan	one.world.only	2036982573
1083989646094383173_2036982573	28/09/2015 14:00		0	18	Normal	https://instagram.com/p/8LGtcDqDhF/	#humanity #noborders #jesuisaylan #refugees #aylan #refuge #asyl #syria #syrien #stopassad #aleppo #kobane #migrants #integration #germany #merkel #democracy #willkommenskultur #freedom #wirschaffendas #bundeskanzlerin #peace	https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s320x320/e35/12142567_776833839095057_1875149132_n.jpg	syrien, merkel, kobane, bundeskanzlerin, migrants, germany, stopassad, refuge, jesuisaylan, noborders, willkommenskultur, democracy, freedom, peace, integration, aleppo, asyl, wirschaffendas, syria, refugees, humanity, aylan	one.world.only	2036982573
1083883064272921960_772875808	28/09/2015 10:29		0	14	Sutro	https://instagram.com/p/8KueeADKVo/	#aylan #bebek #savaşölümdür #barış #herşey #adresimiz #yeryüzü #herkeseyeter	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/sh0.08/e35/11875546_1030717620294172_1734595784_n.jpg	herşey, bebek, yeryüzü, herkeseyeter, savaşölümdür, barış, adresimiz, aylan	kenandogancm	772875808
1083679760875960283_273444780	28/09/2015 3:45		9	76	Clarendon	https://instagram.com/p/8KAQA9Srfb/	"His name is Aylan Kurdi. ""Is "" and not ""was"". The tense is right. I've chosen the present one in order to remember everyday how deep and blind ignorance can be. And frankly speaking I'm not talking about Isis's one. I'm talking about OUR ignorance. We are so driven by reaching our goals in the shortest time ever and wasting so much time with negative thoughts occurring all of a sudden in our minds that we don't even understand how lucky we are. Yes all of us are lucky. ""Aylans"" ( because like him a huge number of human beings are slaughtered everyday) haven't been lucky at all. They are victims of our ignorance and blindness. This broken wings Angels are victims of an insane loss of values that has taught us how to watch this kind of pictures everyday on tv, even while eating, leaving us almost without any kind of reaction. What is absolutely horrifying is being numb to this. We must not. Wake up people. ❤️AYLANS RIP ❤️ #aylan #aylankurdi #angel #brokenwings #rip #peace #life #light #love #child #baby #sea #sadness #picoftheday #photooftheday #wakeup #iphoneonly #igers #instagay #instacool #instahomo #instamood #picofthenight #photoofthenight #f6000 #follow #selfie #followme"	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/s320x320/e35/928341_796780667099009_814639307_n.jpg	life, iphoneonly, love, angel, picofthenight, selfie, brokenwings, rip, igers, sea, child, baby, follow, photoofthenight, instahomo, aylankurdi, followme, instagay, light, peace, instamood, sadness, instacool, wakeup, f6000, picoftheday, aylan, photooftheday	fabietto6000	273444780
1083653145505507641_2212636481	28/09/2015 2:52		0	8	Nashville	https://instagram.com/p/8J6Mtdlyk5/	#tizi #aylan Los Amo Tantoo..	https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s640x640/sh0.08/e35/11257141_1624781434477222_656816236_n.jpg	tizi, aylan	luuiisvera	2212636481
1083627177351756980_192510174	28/09/2015 2:00		16	213	Lo-fi	https://instagram.com/p/8J0S0vAry0/		https://scontent.cdninstagram.com/hphotos-xtf1/t51.2885-15/e35/11910289_1661579087417818_1378510522_n.jpg	good, cristo, beathiful, balneario, ilovejesus, jesus, culebra, colors, dios, allshots, best, espiritusanto, christ, georges, god, airplaine, amazing, hope, fajardo, diosesbueno, aylan	pedrito170	192510174
1083616812810872711_1456633816	28/09/2015 1:40		0	64	Normal	https://instagram.com/p/8Jx8AAO6eH/	Shakira: World should not ignore images of #Aylan Kurdi. #NRTnews	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/e35/11909242_1131832603511013_906962334_n.jpg	nrtnews, aylan	nrt.kurdish	1456633816
1083543250799179974_2036982573	27/09/2015 23:14		0	16	Normal	https://instagram.com/p/8JhNiCqDjG/	#humanity #noborders #jesuisaylan #refugees #aylan #refuge #asyl #migrants #integration #germany #merkel #democracy #willkommenskultur #freedom #wirschaffendas #martinlutherking #peace	https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s320x320/e35/11939614_1709030975995727_1199400015_n.jpg	merkel, martinlutherking, migrants, germany, refuge, jesuisaylan, noborders, willkommenskultur, democracy, freedom, peace, integration, asyl, wirschaffendas, refugees, humanity, aylan	one.world.only	2036982573
1083448411906652964_2036982573	27/09/2015 20:05		0	16	Normal	https://instagram.com/p/8JLpccKDsk/	#stopassad @syria_here #stopisis #terrorists #humanity #noborders #refugees #aylan #refuge #asyl #syria #syrien #assad #aleppo #homs #kobane #peace	https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s320x320/e35/12120271_1498939320433303_963074704_n.jpg	syrien, terrorists, kobane, homs, assad, stopassad, refuge, stopisis, noborders, peace, aleppo, asyl, syria, refugees, humanity, aylan	one.world.only	2036982573
1083432984903229473_1530436607	27/09/2015 19:34	36.5475, 44.6381	13	91	Sierra	https://instagram.com/p/8JII87GSAh/	شاعير دةلئت :(تخوا پئم مةلئن بيگؤرة و ئةو رةنگة سپيةو لئ ناية ) منيش دةلئم : (تخوا پئم مةلئن ريباته كةو خوارة 😂😂😜) هههههه . . . . . .#world #Assia #kurdistan #Arbil #soran #duhok #sulemani #zaxo #ranya #Akre #halabja #shaqlawa #kobane #Amed #aylan #arabi #peshmarga #ypg #flag #obama #urfa #ruha #masuod_barzani #nechirvan_barzani #iran #turkish #england #bmw	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s640x640/sh0.08/e35/11352687_891325957610942_218243734_n.jpg	nechirvan_barzani, england, urfa, masuod_barzani, kurdistan, kobane, amed, arabi, peshmarga, flag, zaxo, bmw, world, soran, assia, obama, iran, ruha, arbil, sulemani, turkish, ranya, shaqlawa, ypg, halabja, akre, duhok, aylan	reber_mzuri	1530436607
1083431296629568171_2060802395	27/09/2015 19:31		2	33	Brannan	https://instagram.com/p/8JHwYmJXKr/	شکیرا طی سفرش به آمریکا، تو سالن نشست سازمان ملل اجرا داشت . . . اجرای شکیرا در مورد کودکان مظلوم و مهاجر هست که هر لحظه با مرگ رو به رو هستند. . . . شکیرا این اجرا رو تقدیم به آیلان کوردی کودک مهاجری که دیروز در دریا غرق شد و تمام ملت کورد کرد... #shakira #kurd #FCBarcelona #aylan #unicef #شکیرا #کورد #یونیسف	https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/e15/11881688_1888914754667536_387122142_n.jpg	یونیسف, unicef, kurd, fcbarcelona, کورد, shakira, شکیرا, aylan	__fcbarcelonaa	2060802395
1083197231339157793_2036982573	27/09/2015 11:46		0	30	Normal	https://instagram.com/p/8ISiSTqDkh/	#humanity #noborders #jesuisaylan #refugees #aylan #refuge #asyl #migrants #integration #germany #merkel #democracy #freedom #peace @syria_here	https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/s320x320/e35/12105218_715616861905795_695007225_n.jpg	jesuisaylan, migrants, noborders, democracy, freedom, merkel, peace, integration, asyl, germany, aylan, refugees, humanity, refuge	one.world.only	2036982573
1083060988281931082_1987267096	27/09/2015 7:15		0	8	Normal	https://instagram.com/p/8HzjsEoMVK/	regram @antonio_calloni REFULGIADO Aylan presente no mundo presente do mundo aprendeu todas as línguas reconheceu todas as terras refulgiu a paisagem com seu olhar negro e sem fronteiras calou os tiros com sua mágica infante escrevinhou seu desejo com um beijo na areia derrubou a cerca abençoou os mares sorriu criança e achou sua casa. 🙏☀️❤️🙏☀️❤️🙏 Sejamos generosos! Pelo amor do bom Deus (inventado e inventor). Sejamos generosos! #Aylan	https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/e35/11850415_433511906835973_258449826_n.jpg	aylan	fdoni38	1987267096
1082900207951664916_1664047548	27/09/2015 1:56	36.852902, 44.2811179	8	39	Normal	https://instagram.com/p/8HPABuJ9cU/	As #hawler #soran #mergasor #masif #shaqlawa #kobani #obama #goratoo #rawandz #jundyan #swed #newyourk #paris #barsfke #party #ankawa #Ban #kabra #kurdistan #hindistan #pakistan #aylan #mal #ewrupa	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/11176047_1633227776938796_1187316222_n.jpg	kobani, pakistan, goratoo, ewrupa, hindistan, barsfke, kurdistan, ankawa, ban, rawandz, soran, newyourk, mal, obama, mergasor, swed, masif, paris, shaqlawa, hawler, kabra, party, jundyan, aylan	shex_lehat	1664047548
1082606905916264782_1503865387	26/09/2015 16:13		3	225	Normal	https://instagram.com/p/8GMT66hhFO/	Little Gamwaar the unseen #Aylan of Balochistan died of the mud roads and lack of hospitals in #OccupiedBalochistan..	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/e35/10890774_1060286267338463_910034492_n.jpg	occupiedbalochistan, aylan	fat00m_albalooshi	1503865387
1082588573011799438_1264429346	26/09/2015 15:37		4	70	Normal	https://instagram.com/p/8GIJJEQ-2O/	In Saudi people are not counted as citizens, they are counted as employees for Al Saud . The income of oil in Saudi is first divided among the thousands princess of Saudi then the left over is given to the people. The restriction in Saudi is severe especially in the issue of women's rights. I am looking for a definition of human rights that western governments speak about and a reason for inattention of people like me...and there is no answer...!! #4The_Truth #Truth #lie #life #freedom #free #love #me #syrian #siria #Barbarie #Aylan #Restinpeace #Refugees #Jesus #selfie #likeforlike #followforfollow #instapic #girl #boy #world #belief #god #islam #shia_muslim #christian #jew #feel #Imam_Mahdi	https://scontent.cdninstagram.com/hphotos-xpt1/t51.2885-15/s640x640/sh0.08/e35/11925730_484127948425783_1260994716_n.jpg	life, love, belief, boy, feel, siria, selfie, instapic, free, jesus, world, 4the_truth, girl, syrian, islam, me, lie, jew, followforfollow, god, shia_muslim, restinpeace, christian, likeforlike, imam_mahdi, truth, freedom, barbarie, refugees, aylan	magnolia1998_	1264429346
1082580123944310597_1922441620	26/09/2015 15:20		0	36	Normal	https://instagram.com/p/8GGOMQmVdF/	❤️👼🏻 #aylankurdi #aylan #support	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e35/10632364_1505855143070095_919594846_n.jpg	support, aylankurdi, aylan	rip_aylan_kurdi	1922441620
1082579651263026998_1922441620	26/09/2015 15:19		0	19	Normal	https://instagram.com/p/8GGHUCmVc2/	#love #support #aylan #aylankurdi	https://scontent.cdninstagram.com/hphotos-xtf1/t51.2885-15/s480x480/e35/11910400_548670225280574_2113122812_n.jpg	aylankurdi, support, love, aylan	rip_aylan_kurdi	1922441620
1082578726200891152_1922441620	26/09/2015 15:17		0	21	Normal	https://instagram.com/p/8GF52gmVcQ/	France' little picture of aylan❤️ #aylan #aylankurdi	https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s480x480/e35/11266393_899000916849676_30302174_n.jpg	aylankurdi, aylan	rip_aylan_kurdi	1922441620
1082576486383834817_1922441620	26/09/2015 15:13		0	9	Normal	https://instagram.com/p/8GFZQhGVbB/	Everyone is human'❤️ #aylan #syria #help	https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/s480x480/e35/11881716_1643337739264143_1173659615_n.jpg	syria, help, aylan	rip_aylan_kurdi	1922441620
1082417226768081820_294999503	26/09/2015 9:56		2	229	Normal	https://instagram.com/p/8FhLucRmOc/	#Beirut #Lebanon #Aylan #Hipstamatic	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/e15/924782_1625220634393310_832306610_n.jpg	hipstamatic, beirut, lebanon, aylan	patrickbaz	294999503
1082389599027411100_789106741	26/09/2015 9:01		1	35	Normal	https://instagram.com/p/8Fa5sGmzic/	Dedicating my yoga practice to someone is like my prayer. The last weeks I have thought of Aylan's father and sent my love and condolences. In honor of Aylan and his family I'm leaving today for Lesvos to work with dråpen i havet❤️ this is my #yoga #love #lesvos #aylan #light #peace #hope #ahimsa #weareone #yogiassignment #justdoit 😊👍 there's so much love in the world and endless amounts in our hearts ❤️ #Namaste	https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/s640x640/sh0.08/e35/11910489_870956369640665_1337192731_n.jpg	lesvos, ahimsa, love, yogiassignment, light, justdoit, peace, namaste, hope, weareone, yoga, aylan	angvanrhe	789106741
1082010190754275897_655074279	25/09/2015 20:28	18.9447, 72.8244	0	20	Hefe	https://instagram.com/p/8EEoknQuI5/	Apx #lil_champ #krish #sea #sea_shore #remebering #aylan #cute #followmenow #instaedit #instalike #igaddict #picoftheday #photographer #decent_kid...	https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/s640x640/sh0.08/e35/11939412_374608839376275_1860932494_n.jpg	cute, krish, lil_champ, followmenow, instalike, instaedit, decent_kid, aylan, sea, photographer, remebering, picoftheday, sea_shore, igaddict	mad_tuner_	655074279
1081877555366666930_1530436607	25/09/2015 16:04		23	86	X-Pro II	https://instagram.com/p/8DmeeSGSKy/	روژا دووئ يا جةژنئ 😘😘❤️😘 . . . . .#world #Assia #kurdistan #Arbil #soran #duhok #sulemani #zaxo #ranya #Akre #halabja #shaqlawa #kobane #Amed #aylan #arabi #peshmarga #ypg #flag #obama #urfa #ruha #masuod_barzani #nechirvan_barzani #iran #turkish #england #bmw	https://scontent.cdninstagram.com/hphotos-xtf1/t51.2885-15/s640x640/sh0.08/e35/11849359_1136110439749675_1717527126_n.jpg	nechirvan_barzani, england, urfa, masuod_barzani, kurdistan, kobane, amed, arabi, peshmarga, flag, zaxo, bmw, world, soran, assia, obama, iran, ruha, arbil, sulemani, turkish, ranya, shaqlawa, ypg, halabja, akre, duhok, aylan	reber_mzuri	1530436607
1081807324030300836_573483963	25/09/2015 13:45		0	31	Normal	https://instagram.com/p/8DWgeQPfKk/	O pequeno Aylan . Bom dia. #aylan #meninoaylan #bomdia.	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/s640x640/sh0.08/e35/11875411_1013027475414476_1825322108_n.jpg	meninoaylan, bomdia, aylan	vivo_eu_para_deus	573483963
1081790103172545743_1752882174	25/09/2015 13:10		2	49	Normal	https://instagram.com/p/8DSl4FIfzP/	On 24th October I'll be trekking to the summit of the highest mountain in Wales - Snowdon- with Islamic Relief to fundraise for the Mediterranean refugee crisis.  Thousands of people have lost their homes, and sadly some have lost their lives. It was too late to save the Syrian child Aylan who was washed up on the shore, but it's not too late to save the others. You can help the families by joining the challenge and start fundraising, or sponsoring fundraisers like myself. Please make a contribution, you could save a life! For sponsoring me, use link in bio and click on 'Give now'. Thanks in advance. Jazakum Allah khair in life and thereafter. في يوم السبت، الموافق ٢٤ أكتوبر، ساصعد قمة أعلى جبل في ويلز، جبل سنودون. هذا المشروع نظمته جمعية Islamic Relief الخيرية لجمع التبرعات للنازحين السوريين في أوروبا. إخواننا وأخواتنا، أمهاتنا واباؤنا واطفالنا السوريين يعانون بين الحدود الأوروبية، والمعاناة رح تصير أسوأ مع دخول موسم الشتاء. ارجوكم ادفعوا التبرعات لمساعدتهم. المساهمة ولو كانت بسيطة رح تسعد إنسان. للتبرع، افتح الرابط على صفحتي،  وإضغط على Give now. وإن كنت تسكن في بريطانيا شاركنا التحدي في صعود أعلى قمة في ويلز وابدأ بجمع التبرعات. شكرا مقدما. وجزاكم الله خير في الدنيا والآخرة. #Islamicrelief #Snowdon #Snowdonsunrisechallenge #refugeecrisis #Mediterraneanrefugeecrisis #helptherefugees #helpsyrians #Syria #Aylan #Aylankurdi #fundraiser #fundraising #helpothers #makeadifference #اللاجئين #النازحين #النازحين_السوريين #النازحيين_السوريين_في_اوروبا #انقذوا_سوريا #انقذوا_السوريين_في_اوروبا #تبرع #تبرعات #اعانات #مشروع_خيري #سوريا #اليمن #عمان #السعودية #الإمارات #الكويت	https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s640x640/sh0.08/e35/11875331_1046330158733475_1488625068_n.jpg	mediterraneanrefugeecrisis, fundraising, سوريا, النازحين, helptherefugees, الكويت, مشروع_خيري, makeadifference, انقذوا_السوريين_في_اوروبا, snowdon, fundraiser, snowdonsunrisechallenge, syria, helpsyrians, islamicrelief, عمان, aylankurdi, helpothers, اللاجئين, اليمن, النازحين_السوريين, انقذوا_سوريا, تبرع, اعانات, الإمارات, السعودية, تبرعات, refugeecrisis, aylan, النازحيين_السوريين_في_اوروبا	nedaaidrows	1752882174
1081702967982273720_726831132	25/09/2015 10:17		1	28	Normal	https://instagram.com/p/8C-x5HEbS4/	#refugeeswelcome #aylan #syria #boats	https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/11848913_1489969111297232_179495936_n.jpg	boats, syria, aylan, refugeeswelcome	mouhasalloum	726831132
1081241357240831870_1971204930	24/09/2015 19:00		0	50	Juno	https://instagram.com/p/8BV0kmzQ9-/	#alemlerin #rabbi #olan #Allaha #hamdolsun #hakkin #hatri #alidir #hicbir #hatra #feda #edilmez #risale #nur #cennet #tokat #mekke #medine #mekkah #mescidiaksa #medinah #aşk #Tesettür #filistin #palestine #palestian #free #freedom #aylan	https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/e35/11371175_1671721683065003_1279210928_n.jpg	hatri, mekke, feda, alidir, hatra, medine, tesettür, nur, allaha, hamdolsun, tokat, free, alemlerin, risale, mescidiaksa, aşk, palestian, edilmez, mekkah, freedom, rabbi, hicbir, filistin, olan, cennet, hakkin, medinah, palestine, aylan	beytulsua	1971204930
1081098947102142493_34226179	24/09/2015 14:17		1	299	Clarendon	https://instagram.com/p/8A1cO1EnAd8Phu5Q4YhQD4RQCwvp_LwR80F400/	Happy EID MUBARAK to all my family and friends who are celebrating this day. May Allah bless you and your family on this beautiful day. May my prayers and your prayers help those in need and give them strength. #Eid #eidmubarak2015 #obama #prayer #aylan #aylankurdi	https://scontent.cdninstagram.com/hphotos-xtf1/t51.2885-15/s480x480/e35/11809706_1184624371564001_1958634064_n.jpg	aylankurdi, eid, prayer, eidmubarak2015, aylan, obama	mirzajaay	34226179
1081051157313021493_1571737744	24/09/2015 12:42	41.0088387, 28.8643208	0	15	Moon	https://instagram.com/p/8AqkzHquY1/	#aylan siz unutulmıcaksınız şuan belki hayatta olsaydınız cıvıl cıvıl oynucaktınız belki mutlu bir hayatınız olucak annenizle babanızla hayatınız güzel olucaktı hayat işte silahtan kaçarken deniz ölümden kaçamadınız bugün sizin gününüzdü bugün sizin bayramınızdı koşup oynucaktınız şeker yiğecektiniz belki bu kirli dünyada yaşamak daha zordu sizin için gözünüz arkada kalmasın zalimin zülümün yanına kalmaz Allah hesabını sorar Allah rahmet eylesin inşallah annenizde sizde cennetin en güzel yerinde olucaksınız inşallah	https://scontent.cdninstagram.com/hphotos-xft1/t51.2885-15/e35/11849380_1633509116897484_1940236323_n.jpg	aylan	uma_nnn	1571737744
